nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,etiqueta,fecha,monto,cantidad_personas
"Andrea Negrón Medina",11914869,3,andrea2192@outluc.com,Andreamedina,Pa1BywccY0PEp6,,6324,"Cena de Trabajo",,1197000,7
"Carlos Perales Benavídez",6538273,3,,capebe,PU2OMpts0d2kDiZ,,9187,Aniversario,,440000,5
"Gerardo Nazario Esquivel",17432390,9,,genaes,SAhT51JIaWx9I,,1465,Vacaciones,,318000,3
"Gregorio Guerrero Campos",12418121,6,gregorio4842@outluc.com,gregorio5753,OsDKfV4v,,463,"Salida con Amigos",,264000,4
"Cristian Montero Cerda",22331770,7,crmoce@outluc.com,Cristiancerda,F5FabHub,,7883,Aniversario,,434000,7
"Sta. Verónica Gaytán Mayorga",28727230,8,sta.2911@wass.com,Sta.mayorga,mnGNl34Z,,7291,Vacaciones,,452000,4
"Soledad Guerra Gamboa",8624729,1,Soledadgamboa@marmol.com,soledad7248,Qlg7NG9okBZ,,7730,Vacaciones,,117000,1
"Rosario Ortiz Loera",9349144,0,,roorlo,E3Wn1GJq,,2660,Aniversario,,344000,4
"José María Acuña Sedillo",19536477,0,,Josésedillo,ofmWH2W49mh,,4698,"Salida con Familia",,660000,6
"Julio César Oquendo Gonzales",12276935,6,Juliogonzales@edubus.cal,julio4918,Ww5zLXVZl9fWx6x,,2096,Aniversario,,1116000,9
"Sara Ceballos Chacón",27734474,2,,sacech,B4TtZJGv51,,2498,"Salida con Amigos",,568000,8
"Sr. Victoria Delgadillo Nájera",18941557,5,,sr.5355,iO5yiKw62UkMw,,5847,"Salida con Familia",,690000,5
"Luis Miguel Carvajal Alaniz",14667912,9,lumicaal@marmol.com,luis8211,nbjNkUmxb1ORl,,3577,Aniversario,,140000,2
"Hugo Laboy Almonte",19346217,0,hulaal@viajesanma.com,hugo9610,dfaqO8JG2Irjn,,3018,"Salida con Amigos",,88000,1
"Marcela Estrada Casares",14774199,5,,marcela8828,mTXcK8l8PzdWXSxl,,2128,Aniversario,,191000,1
"Julio Sepúlveda Pérez",5177056,0,,julio7167,mcy9qOuYV3RpeN,,2878,Aniversario,,144000,3
"Ramiro Contreras Partida",13240320,1,,Ramiropartida,I28pWe2pE,,4720,Aniversario,,824000,8
"Sr. Reina Anguiano Tovar",2816156,5,sr.5629@outluc.com,Sr.tovar,OSIiqbuwCQ3o,,6586,"Salida con Amigos",,306000,2
"Eva Trujillo Cerda",26860883,4,Evacerda@wass.com,evtrce,YNi2hu4Th,,2379,"Salida con Amigos",,870000,6
"Sta. Esperanza Alcaraz Alicea",3735121,0,stesalal@marmol.com,stesalal,R71Xz7Pn,,5245,"Salida con Familia",,392000,4
"Caridad Caldera Merino",1503912,4,,Caridadmerino,r1aBQ7Yo47x,,2394,"Salida con Amigos",,168000,3
"Hugo Duarte Gracia",19964557,9,hugo9849@tourket.com,Hugogracia,NMlPJQX7uI,,3875,"Salida con Familia",,918000,6
"Sr. Ernesto Saavedra Casas",11597537,4,sr.473@wass.com,srersaca,49AyRKVYll1R,,9824,Vacaciones,,98000,1
"Emilia Alva Tapia",6885464,4,emilia6943@edubus.cal,emilia7647,asZR0kytJ,,9654,"Cena de Trabajo",,1264000,8
"Adán Brito Chapa",2659116,3,,Adánchapa,GVJVQ8kYG,,2101,"Salida con Amigos",,550000,10
"Sara Ceballos Chacón",27734474,2,,sacech,B4TtZJGv51,,2498,"Cena de Trabajo",,910000,5
"Soledad Ávila Mota",14815363,9,soledad703@wass.com,Soledadmota,2KWoHGBLJNHoM3S,,8492,Vacaciones,,623000,7
"César Ríos Montañez",18417533,9,,césar4359,e513C5yJB,,362,Vacaciones,,1022000,7
"Germán Zúñiga Menchaca",19471583,8,,Germánmenchaca,XtZQ1JsqMQQ,,2766,"Cena de Trabajo",,471000,3
"Sta. Joaquín Mena Baca",731176,1,sta.1415@edubus.cal,sta.9734,r9woT4gc,,512,"Salida con Amigos",,1287000,9
"Mateo Ulibarri Valdés",8609239,5,mateo4875@edubus.cal,maulva,HZCB4wovVUaXWLX,,9156,Aniversario,,1140000,6
"Concepción Mercado Armendáriz",18330271,0,,concepción5868,Tx6Y0VT0ie4,,6397,Aniversario,,1440000,9
"Ariadna Mendoza Alba",23210207,1,ariadna3601@viajesanma.com,armeal,pE6z5vp9BSGucUZ,,2391,"Salida con Amigos",,87000,1
"Marcela Escalante Arellano",24174749,2,maesar@outluc.com,Marcelaarellano,TvAKi02D,,1394,"Salida con Familia",,834000,6
"Guillermo Nájera Montez",15437988,6,,Guillermomontez,QqjAa9SX6Z,,930,"Cena de Trabajo",,880000,10
"Sofia Carrillo Rendón",21756889,7,,Sofiarendón,TDs5Hq7VVI,,4913,"Salida con Familia",,180000,1
"Ignacio Reyna Loya",10899446,0,igrelo@wass.com,ignacio4135,t0zPahXeW,,8619,"Salida con Familia",,1352000,8
"Julio Aragón Rael",21916619,2,juarra@outluc.com,Juliorael,93MKcinEshbekK3,,335,Aniversario,,515000,5
"Sra. Pedro Muñiz Morales",21277566,5,Sra.morales@edubus.cal,srpemumo,qLP3JUqkBRF4p6i,,6225,"Cena de Trabajo",,390000,6
"Jerónimo Archuleta Araña",4811872,0,,Jerónimoaraña,GBFxx69jXfF3g8,,1818,Vacaciones,,195000,3
"Alejandro Díaz Regalado",13282838,5,,Alejandroregalado,jxIeH9R2MuE,,8179,Vacaciones,,465000,3
"Sta. Salvador Navarro Navarro",25087651,3,sta.4551@edubus.cal,sta.1985,IsJS4b8CW4Zx,,5750,Vacaciones,,357000,7
"Andrea Noriega Arias",474225,7,,andrea7440,DXxmS2f9z,,9032,"Cena de Trabajo",,462000,7
"Gregorio Guerrero Campos",12418121,6,,gregorio5753,OsDKfV4v,,463,Aniversario,,246000,2
"Guillermo Regalado Loera",24755473,4,,gurelo,G0qWaaGllk8i,,2421,"Cena de Trabajo",,640000,5
"Andrea Loya Delatorre",28429935,3,anlode@viajesanma.com,Andreadelatorre,5eoSdEz4D,,8578,"Salida con Amigos",,651000,7
"Sra. Josefina Murillo Porras",6649007,6,sra.9799@viajesanma.com,sra.5897,1oc3yLkc0Td,,6085,"Salida con Familia",,776000,8
"Sofia Crespo Gil",19580103,7,sofia6181@marmol.com,Sofiagil,pbNLLFxB2Xkb,,7250,"Salida con Amigos",,1365000,7
"Alfredo Saldaña Meraz",18828545,7,Alfredomeraz@wass.com,Alfredomeraz,J6M0kMq4n,,9935,Vacaciones,,762000,6
"Sra. Pedro Muñiz Morales",21277566,5,,srpemumo,qLP3JUqkBRF4p6i,,6225,"Cena de Trabajo",,469000,7
"Mariana Rocha Acuña",3126175,9,maroac@viajesanma.com,mariana2898,Sr5uDWHrUzw03,,3090,"Cena de Trabajo",,711000,9
"Sancho Cano Luna",27003492,6,sancho4123@tourket.com,Sancholuna,4ZqQn7ZpwFMdi,,3371,"Salida con Amigos",,109000,1
"Timoteo Parra Godínez",24469079,3,,Timoteogodínez,UFy3QYTb46QP,,3246,"Salida con Familia",,59000,1
"Carlota Angulo Tijerina",12463398,2,caanti@edubus.cal,caanti,BTv4OCxl,,5908,Aniversario,,720000,8
"Raquel Rascón Aponte",5982305,1,raquel4026@edubus.cal,Raquelaponte,SI89QON8TKfOg9,,9951,"Salida con Familia",,376000,4
"Luis Miguel Guardado Luna",11096378,5,luis9953@marmol.com,Luisluna,LRc814xfwiA2qE,,2366,"Cena de Trabajo",,714000,7
"Sr. Sara Zamora Carrasquillo",4614875,4,,sr.2513,8Bdy8a5mtu,,3202,"Salida con Familia",,1512000,8
"Luis Navarrete Casárez",20064559,6,,luis1430,pIbQ1mkP,,4629,Aniversario,,124000,1
"Graciela Zamora García",27178741,3,,grzaga,CB82PeQ7J0aJ,,5729,Vacaciones,,385000,7
"Bernardo Parra Arreola",9931417,6,bernardo3132@outluc.com,bepaar,N9OKnaRH3Oi6AXDu,,5764,Vacaciones,,94000,1
"Sta. Alberto Raya Valles",19725455,6,sta.3705@viajesanma.com,Sta.valles,g7sS8L8Oku0H,,2526,"Cena de Trabajo",,1143000,9
"Gloria Montez Figueroa",26481552,5,glmofi@tourket.com,glmofi,Joi1KeAwCU24J,,3347,"Cena de Trabajo",,510000,6
"Juana Castellanos Arguello",3203197,8,jucaar@wass.com,jucaar,bTRh6yICy,,9729,Vacaciones,,522000,3
"Gerardo Nazario Esquivel",17432390,9,,genaes,SAhT51JIaWx9I,,1465,"Salida con Familia",,938000,7
"Graciela Haro Ocampo",3522707,5,Gracielaocampo@edubus.cal,grhaoc,9qkKRUQX,,6996,Aniversario,,584000,4
"Rocio Zepeda Bueno",19281713,7,,rocio6915,cjQma5DD,,7479,"Cena de Trabajo",,364000,4
"Mariano Lugo Suárez",9117433,2,mariano8536@viajesanma.com,Marianosuárez,Yi5fu5Uw5,,2663,"Salida con Amigos",,792000,6
"Josefina Báez Orosco",5334819,0,,Josefinaorosco,Um8FG5mlF7,,6603,Vacaciones,,553000,7
"Sta. Carmen Laureano Valencia",12052431,3,sta.2662@edubus.cal,Sta.valencia,k34YxDnmTfP,,7247,"Salida con Amigos",,740000,5
"Lucia Barrientos Cruz",24569384,2,lucia1652@wass.com,Luciacruz,5R0BRu7psew8I,,4949,Aniversario,,1224000,9
"Ana María Villa Mayorga",10421631,5,Anamayorga@outluc.com,Anamayorga,5LinLchFUs7,,9239,"Cena de Trabajo",,219000,3
"Ana María Villa Mayorga",10421631,5,Anamayorga@outluc.com,Anamayorga,5LinLchFUs7,,9239,Aniversario,,1060000,10
"Sr. Sara Zamora Carrasquillo",4614875,4,,sr.2513,8Bdy8a5mtu,,3202,"Salida con Familia",,700000,5
"Gerardo Rosado Cuellar",13017071,4,Gerardocuellar@viajesanma.com,gerardo9386,Hk0hK16tjv,,6120,"Salida con Amigos",,558000,3
"Lorena Cardona Suárez",9785350,9,,locasu,ZJl3sbOZMRJR8W,,4670,"Salida con Familia",,591000,3
"Sr. Gerardo Crespo Sosa",1885325,6,srgecrso@marmol.com,Sr.sosa,VOeQiA9le,,2244,Aniversario,,1782000,9
"Elisa Lara Bahena",5514265,3,Elisabahena@outluc.com,ellaba,wV4eHbcOXp5F1,,8055,"Salida con Amigos",,1539000,9
"Eloisa Cano Griego",21121205,5,Eloisagriego@outluc.com,Eloisagriego,ZvE1cvyT3GIEQy,,7969,Vacaciones,,41000,1
"Víctor Palomo Arguello",27198441,3,,vípaar,IeT8Ftd61IAPTaW,,259,Vacaciones,,1592000,8
"Sta. Joaquín Mena Baca",731176,1,sta.1415@edubus.cal,sta.9734,r9woT4gc,,512,"Salida con Amigos",,1305000,9
"Ana Luisa Rodríquez Armendáriz",27514893,8,anluroar@tourket.com,anluroar,aH6vugcTjHalPS,,4046,"Cena de Trabajo",,700000,5
"Juan Bermúdez Negrón",29182235,5,jubene@marmol.com,juan5854,OT5jwZDrZ,,1682,"Cena de Trabajo",,1196000,4
"Miguel Galarza Santillán",23233704,4,migasa@outluc.com,miguel9769,cGKW1bcCFqV,,5944,"Salida con Familia",,56000,1
"Sta. Javier Salcedo Padrón",20467390,0,,Sta.padrón,VaRGuVlvQU4Z61F,,9288,"Cena de Trabajo",,178000,2
"Josefina Zamora Valdez",15498801,7,josefina9036@edubus.cal,josefina9024,0z5BH3FSNcquGLf,,2926,Vacaciones,,85000,1
"Juan Bermúdez Negrón",29182235,5,,juan5854,OT5jwZDrZ,,1682,"Salida con Amigos",,150000,2
"Diego Delatorre Valadez",24703339,4,Diegovaladez@tourket.com,dideva,U5rRmP8tEIiohO,,7645,"Salida con Familia",,1278000,9
"Ángela Saavedra Toledo",7905727,4,,Ángelatoledo,wm5XdMpp,,5980,"Cena de Trabajo",,1485000,9
"Juan Carlos Urrutia Portillo",29990360,5,,Juanportillo,GisKq2b4f0dw4,,1523,Vacaciones,,208000,2
"Raúl Ibarra Caballero",18412124,7,,Raúlcaballero,dSOt599qJ4v,,7705,Aniversario,,690000,10
"Ana Luisa Prado Ulloa",10285883,2,anluprul@viajesanma.com,ana2521,ew3PNzYU,,3795,"Salida con Familia",,444000,3
"Diana Rico Cabán",14449000,2,,Dianacabán,921FpOAClwEB,,2430,"Salida con Amigos",,1220000,10
"Elena Rocha Carrasquillo",12709690,2,,Elenacarrasquillo,7opRvgbUG,,6925,Vacaciones,,624000,4
"Rubén Ornelas Loera",23042234,6,,ruorlo,2l1FWS0El2Xs,,6071,Vacaciones,,1270000,10
"Josefina Zamora Valdez",15498801,7,josefina9036@edubus.cal,josefina9024,0z5BH3FSNcquGLf,,2926,Aniversario,,675000,9
"Federico Palomo Montez",3835833,2,,federico5830,Pg6xbLc1oR6k,,6876,Vacaciones,,1422000,9
"Jorge Luis Calderón Arenas",19958154,6,,jolucaar,NeHig8zMruVI4fF,,3073,Aniversario,,346000,2
"Roberto Espinosa Vaca",9692598,0,,Robertovaca,K33R6PDZ93n,,2920,Vacaciones,,700000,7
"Sta. Emilio Águilar Hernández",4840133,3,,Sta.hernández,RoaHvTCOG4C0Dq,,7381,Aniversario,,1044000,9
"Pablo Rael Saldivar",2481287,1,Pablosaldivar@marmol.com,pablo2107,Rsdq1ldIl844Rsde,,6834,Vacaciones,,1296000,8
"Sra. Elvira Salcido Villaseñor",13530163,9,,srelsavi,ARUgRd2laFW8I,,3176,"Salida con Familia",,119000,1
"Anita Flórez Otero",18277020,5,anflot@wass.com,Anitaotero,281SXY73Mmq,,546,"Salida con Amigos",,790000,10
"Lorena Bustamante Fonseca",26446738,1,,Lorenafonseca,NaJIm2H4pM054VzO,,1701,"Salida con Amigos",,873000,9
"Sr. Rosalia Corona Galarza",28073553,1,Sr.galarza@tourket.com,srrocoga,fYJwX8dCMxf4,,8724,"Salida con Familia",,519000,3
"Sta. José Eduardo Barela Guevara",28260750,6,,sta.4091,yDtLJkxcKWO6sZ,,2138,"Salida con Familia",,855000,9
"Sra. Norma Ríos Murillo",2201270,3,,sra.4368,kroUGR7fXtiT7,,7976,"Salida con Amigos",,393000,3
"Reina Zúñiga Ybarra",21753950,1,,rezúyb,BK3VSlwMx9Gas2,,8172,Aniversario,,540000,5
"Mariana Trujillo Menéndez",22687059,8,,Marianamenéndez,Znh8xvvU8NQIy,,7660,"Salida con Familia",,344000,8
"Carlota Escobedo Nava",13872531,6,caesna@tourket.com,caesna,N5LhPVBgQ,,470,"Salida con Familia",,1136000,8
"Mateo Ulibarri Valdés",8609239,5,mateo4875@edubus.cal,maulva,HZCB4wovVUaXWLX,,9156,Aniversario,,108000,4
"Sta. Salvador Navarro Navarro",25087651,3,sta.4551@edubus.cal,sta.1985,IsJS4b8CW4Zx,,5750,"Salida con Familia",,609000,7
"Adán Miranda Feliciano",1457362,3,,admife,dp6jRDbR,,2220,Aniversario,,785000,5
"Josefina Zamora Valdez",15498801,7,josefina9036@edubus.cal,josefina9024,0z5BH3FSNcquGLf,,2926,Aniversario,,109000,1
"Octavio Trejo Gaytán",24488902,6,octrga@edubus.cal,octrga,q2uDXo2C5C4,,516,Aniversario,,510000,5
"Raquel Varela Gallardo",17944730,4,raquel8081@marmol.com,ravaga,1fzIhUMfE,,6779,"Salida con Familia",,417000,3
"Sra. Patricia Irizarry Téllez",22861369,0,,srpairté,KQDtVfY2h,,2402,"Salida con Familia",,696000,4
"Sra. Norma Ríos Murillo",2201270,3,,sra.4368,kroUGR7fXtiT7,,7976,"Salida con Amigos",,588000,7
"Virginia Olivas Acosta",9217454,9,violac@tourket.com,virginia6367,rtePEciq36N,,3306,Vacaciones,,464000,4
"Mario Cintrón Burgos",20668590,5,mario2957@viajesanma.com,macibu,5cfryo9vN3w5VAsw,,417,"Cena de Trabajo",,310000,2
"María José Vallejo Polanco",9909544,0,majovapo@edubus.cal,Maríapolanco,n2ply4pCFiV,,6685,Vacaciones,,96000,3
"Ángela Prado Caldera",19800967,9,,ángela8524,3yt07eeUeS39p,,534,"Salida con Familia",,1720000,10
"Rosario Menéndez Gallardo",17238838,8,,Rosariogallardo,6BJ90QMeLsc0lP5l,,5501,"Salida con Familia",,432000,6
"Luis Miguel Carvajal Alaniz",14667912,9,lumicaal@marmol.com,luis8211,nbjNkUmxb1ORl,,3577,Aniversario,,416000,4
"Elvira Roybal Páez",11965486,6,,elvira8389,cOe7YJQWyJBWl,,1182,Vacaciones,,1360000,10
"Miguel Galarza Santillán",23233704,4,migasa@outluc.com,miguel9769,cGKW1bcCFqV,,5944,"Salida con Familia",,791000,7
"Sr. Óscar Madrid García",16097913,5,,Sr.garcía,X9Jj62thMzc,,5134,"Salida con Familia",,1330000,10
"Alejandro Grijalva Ceja",24569543,8,Alejandroceja@marmol.com,alejandro3495,uhOizpwDh8xxJF,,9774,Aniversario,,370000,5
"Catalina Valdez Carrasco",1829169,0,cavaca@marmol.com,catalina8881,khgrAQn9,,1109,"Cena de Trabajo",,630000,10
"Sra. Jacobo Zepeda Murillo",5196571,0,,Sra.murillo,e17WbIkhvI8JSyiY,,420,"Cena de Trabajo",,637000,7
"Eloisa Cano Griego",21121205,5,Eloisagriego@outluc.com,Eloisagriego,ZvE1cvyT3GIEQy,,7969,Aniversario,,300000,6
"Sr. Óscar Madrid García",16097913,5,,Sr.garcía,X9Jj62thMzc,,5134,"Salida con Familia",,476000,4
"Sr. Rafael Corrales Tamayo",10722676,1,Sr.tamayo@marmol.com,Sr.tamayo,2ViGdvG7f4q1D,,6814,"Salida con Familia",,738000,6
"Gerardo Niño Flores",13124873,3,genifl@outluc.com,genifl,D16z4v4CuGk4A0TN,,9908,Vacaciones,,726000,6
"Juan Cepeda Serrano",365879,1,juan4277@marmol.com,Juanserrano,3D02jqFF0OmjyMl,,956,Vacaciones,,657000,9
"Julio Sepúlveda Pérez",5177056,0,,julio7167,mcy9qOuYV3RpeN,,2878,Aniversario,,840000,7
"Sta. Catalina Paz Cortés",6536692,4,,stcapaco,qKVoZ7y8ff,,7694,"Cena de Trabajo",,909000,9
"Victoria Zamudio Esparza",18206812,8,vizaes@wass.com,vizaes,5PvZdBjk1,,9298,"Salida con Familia",,330000,6
"Soledad Valenzuela Peres",12434191,4,Soledadperes@outluc.com,soledad8814,IePVb3mulwYDRqmz,,7896,"Cena de Trabajo",,420000,4
"Sr. Carlos Menchaca Meza",12911189,5,sr.462@viajesanma.com,srcameme,U5Kbew8YYaqqP,,9233,Vacaciones,,1092000,7
"Felipe Saavedra Estrada",20507991,2,,fesaes,bWB0moxcWw6NqjFu,,1466,"Cena de Trabajo",,63000,3
"Adán Griego Montenegro",23208663,7,,adgrmo,aqc03P8yNgUdNh,,9756,"Salida con Familia",,376000,2
"Sra. Rocio Solano Fonseca",28523820,0,sra.4182@edubus.cal,Sra.fonseca,mM2lZMYk0p,,9605,"Salida con Familia",,1456000,8
"Natalia Delagarza Gollum",9348532,7,Nataliagollum@tourket.com,nadego,wk0rUG9e1,,9508,Vacaciones,,508000,4
"Alejandro Naranjo Ureña",13621673,2,alnaur@marmol.com,alnaur,pVcwN5LJ,,5227,Aniversario,,172000,2
"Concepción Mercado Armendáriz",18330271,0,,concepción5868,Tx6Y0VT0ie4,,6397,Aniversario,,75000,1
"Magdalena Meza Rosas",5138940,9,Magdalenarosas@viajesanma.com,Magdalenarosas,4ZYaVlgN,,2249,"Salida con Familia",,575000,5
"María Soledad Díaz Moya",29668601,8,,Maríamoya,gVArI2jcw4D8,,4204,Aniversario,,136000,2
"Lucia Barrientos Cruz",24569384,2,lucia1652@wass.com,Luciacruz,5R0BRu7psew8I,,4949,Aniversario,,348000,4
"Sta. Eloisa Regalado Suárez",14785131,6,,stelresu,P5LIYXd11ve10WKV,,4438,Aniversario,,511000,7
"Emilio Espinal Arce",26763234,0,Emilioarce@viajesanma.com,emilio6570,OMenKdc2fa5y,,5523,"Cena de Trabajo",,784000,8
"Leticia Carmona Lucero",5381175,2,,lecalu,Ax3Zh11PaRKnb,,1104,Aniversario,,1060000,10
"Florencia Espinosa Cabán",11444475,8,florencia6504@marmol.com,flesca,Bu632CKlPNBF,,3183,"Cena de Trabajo",,165000,1
"Benito Galindo Sotelo",11326356,3,,Benitosotelo,LbiDY1eQq7SWilxu,,433,"Salida con Familia",,420000,7
"José Delvalle Cordero",6753692,4,jodeco@wass.com,jodeco,ajkq7K6eK,,9481,Vacaciones,,1218000,7
"Sta. Hernán Galván Suárez",23231601,2,sta.9752@marmol.com,sthegasu,JEDpvV068,,5384,"Salida con Familia",,186000,2
"Bernardo Parra Arreola",9931417,6,bernardo3132@outluc.com,bepaar,N9OKnaRH3Oi6AXDu,,5764,Vacaciones,,1782000,9
"Eduardo Serna Alejandro",27466408,8,Eduardoalejandro@tourket.com,eduardo2214,JocjK7N9er1j4RPZ,,3104,Aniversario,,560000,7
"Eduardo Carrion Tórrez",24109204,6,,edcató,eT01HNtJfNWGi,,7786,"Salida con Familia",,714000,6
"Pablo Rael Saldivar",2481287,1,Pablosaldivar@marmol.com,pablo2107,Rsdq1ldIl844Rsde,,6834,"Salida con Amigos",,680000,5
"Tomás Arguello Negrete",6894711,1,toarne@tourket.com,tomás6847,4I9oNvA6n9Im2mj,,6896,"Salida con Familia",,690000,6
"Ramona Molina Sosa",4945131,8,Ramonasosa@viajesanma.com,Ramonasosa,Fv1oPdlpF,,7358,"Salida con Amigos",,579000,3
"David Lira Ulloa",18215270,6,Davidulloa@outluc.com,Davidulloa,3lk4ts8dS8IHn,,7811,"Salida con Amigos",,1170000,6
"Agustín Urías Corrales",7957206,3,,agurco,Ib8wLhrgobA,,1155,"Cena de Trabajo",,1036000,7
"Jorge Fajardo Dueñas",13838408,0,,jorge8782,nVRXf3BF,,7771,"Salida con Amigos",,1890000,10
"Rodrigo Henríquez Camacho",1610966,5,Rodrigocamacho@viajesanma.com,rodrigo6918,iJU6G1yxCJLG,,6901,Aniversario,,340000,4
"Ramiro Castañeda Osorio",5493077,1,racaos@marmol.com,Ramiroosorio,16JBAfYF8pb1TW5T,,2054,Aniversario,,1128000,8
"Gustavo Hurtado Manzanares",16788357,5,Gustavomanzanares@viajesanma.com,gustavo3964,s4zrnyMO1Fe,,4987,"Cena de Trabajo",,1490000,10
"Clemente Vallejo Ávalos",15464524,1,,clemente4599,74OMfY8POm,,4508,"Salida con Familia",,80000,1
"Jacobo Jaramillo Mascareñas",3922765,7,,jajama,sC8BSdQLyg,,4552,Aniversario,,72000,2
"Sta. Carmen Laureano Valencia",12052431,3,sta.2662@edubus.cal,Sta.valencia,k34YxDnmTfP,,7247,"Salida con Amigos",,805000,5
"Manuel Salas Villanueva",23508333,7,Manuelvillanueva@wass.com,masavi,TYDOc56zpSc43dt,,3575,"Cena de Trabajo",,1350000,9
"Sra. Raúl Manzanares Abrego",14568905,8,sra.7509@outluc.com,sra.1766,TjdDkjqecr8J6,,1411,Aniversario,,594000,6
"Elsa Nava Rivera",12807456,2,,elnari,JuS4KPnhI8Lk4sHK,,6824,Aniversario,,938000,7
"Benjamín Rosado Delafuente",24763586,6,,Benjamíndelafuente,PXV4PaNYsKlItRF,,5682,"Salida con Familia",,486000,3
"Yolanda Guerra Hinojosa",2538448,2,Yolandahinojosa@marmol.com,Yolandahinojosa,cp8BbIJ6,,5378,"Cena de Trabajo",,534000,6
"Sra. Hugo Abrego Camacho",22397285,3,sra.3145@viajesanma.com,srhuabca,sb7ZHiVI4anN,,5907,"Cena de Trabajo",,153000,3
"Juana Salazar Matos",11015931,5,Juanamatos@viajesanma.com,juana4550,KcwfvAyPrD4,,440,Vacaciones,,306000,9
"Ramiro Contreras Partida",13240320,1,Ramiropartida@viajesanma.com,Ramiropartida,I28pWe2pE,,4720,Aniversario,,685000,5
"Marcela Estrada Casares",14774199,5,marcela971@tourket.com,marcela8828,mTXcK8l8PzdWXSxl,,2128,Aniversario,,248000,2
"Cristian Soliz Barragán",27066358,3,,crsoba,AC4SdrBL6c,,2895,"Salida con Familia",,708000,6
"Rubén Ornelas Loera",23042234,6,,ruorlo,2l1FWS0El2Xs,,6071,Vacaciones,,244000,2
"Bernardo Alejandro Corral",15379869,9,bealco@edubus.cal,Bernardocorral,0aUcnXhKCoGlhyX,,8191,"Salida con Amigos",,250000,2
"Diego Urrutia Escobedo",25735627,2,diures@marmol.com,Diegoescobedo,eTmdLZHQRm6,,2998,"Salida con Amigos",,600000,6
"Sta. Esperanza Godoy Zamora",11322406,1,,Sta.zamora,gwxc7NcNDlRwl6J,,3974,Vacaciones,,924000,6
"Sta. Ana Luisa Gil Jasso",23616306,7,stanlugija@marmol.com,Sta.jasso,0orYxI8iat598QA,,9276,Aniversario,,500000,10
"Sra. Julio César Pagan Grijalva",1245365,5,sra.2156@marmol.com,srjucépagr,QKX7z74SUFIUwQWy,,3126,"Cena de Trabajo",,584000,4
"Elena Rocha Carrasquillo",12709690,2,elena3446@tourket.com,Elenacarrasquillo,7opRvgbUG,,6925,"Salida con Familia",,266000,2
"Adán Brito Chapa",2659116,3,,Adánchapa,GVJVQ8kYG,,2101,"Salida con Amigos",,159000,3
"Silvia Ontiveros Jurado",8478209,2,,Silviajurado,R89Whqh1aYAJ,,4914,Vacaciones,,252000,4
"César Ríos Montañez",18417533,9,,césar4359,e513C5yJB,,362,Vacaciones,,540000,9
"Francisca Saldivar Mercado",1849114,1,Franciscamercado@edubus.cal,frsame,VFn77eKv,,8818,Vacaciones,,959000,7
"Maricarmen Saavedra Contreras",21582285,0,Maricarmencontreras@edubus.cal,Maricarmencontreras,NsxVzn8I51ibX7,,2096,"Salida con Familia",,344000,8
"Sta. Guillermina Pizarro Pedroza",19194422,4,stgupipe@outluc.com,Sta.pedroza,1GhEgd9cU1i,,6845,"Salida con Amigos",,900000,5
"Gilberto Esparza Morales",4224655,7,Gilbertomorales@outluc.com,giesmo,lyG8k43NLuIbm,,9792,"Cena de Trabajo",,408000,6
"Leonor Páez Sedillo",20267112,8,,Leonorsedillo,g8G2SbR02dYZJ41t,,7447,Aniversario,,472000,8
"Adela Linares Zamora",3745752,3,,adela385,Qf6crXcLR,,5717,"Cena de Trabajo",,72000,1
"Isabela Delafuente Tejeda",21230128,0,isabela7904@marmol.com,isabela2007,sYcXqci0XqAkp4ya,,2384,Vacaciones,,710000,5
"Elisa Mondragón Barela",1727501,1,Elisabarela@tourket.com,elisa2287,jLi37EX1XTYTWV,,5139,"Cena de Trabajo",,213000,3
"Santiago Ortiz Malave",3985768,5,Santiagomalave@tourket.com,santiago7591,SReVt6bGxR,,7035,"Salida con Amigos",,378000,7
"Sta. Daniela Zambrano Amador",1384200,0,sta.7229@tourket.com,Sta.amador,8vTpvSj9TS8,,3901,Aniversario,,1420000,10
"Gloria Montez Figueroa",26481552,5,glmofi@tourket.com,glmofi,Joi1KeAwCU24J,,3347,"Cena de Trabajo",,249000,3
"Daniela Carreón Cervántez",24151748,9,,daniela8828,yON9ur61,,8066,"Salida con Familia",,630000,7
"Sta. Gerardo Flores Robles",8577826,9,sta.3540@viajesanma.com,sta.4873,w3jbHXC9Bl5SNMWX,,1594,"Cena de Trabajo",,592000,4
"María Elena García Rincón",5134056,6,maelgari@viajesanma.com,maelgari,TbufX4XQI,,3686,Vacaciones,,1085000,7
"Gonzalo Alvarado Montañez",21371373,6,,gonzalo8596,pxWW5JCspzQx,,3246,"Cena de Trabajo",,207000,3
"Mario Enríquez Zamora",27747666,5,maenza@wass.com,maenza,Pun2h95U5W,,3255,Vacaciones,,1710000,10
"Sr. Marcos Salinas Alicea",10168737,6,srmasaal@outluc.com,sr.3144,jpd7FvGYN8,,3016,Aniversario,,94000,1
"Sta. Esperanza Godoy Zamora",11322406,1,sta.8171@wass.com,Sta.zamora,gwxc7NcNDlRwl6J,,3974,Vacaciones,,25000,1
"Julia Maldonado Parra",18330781,9,Juliaparra@outluc.com,jumapa,nHzMySZg2o,,5858,"Cena de Trabajo",,176000,2
