nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,jornada,isapre,contrato,codigo_reserva,codigo_agenda,fecha,monto,cantidad_personas,estado_disponibilidad,numero_viaje,lugar_origen,lugar_llegada,fecha_salida,fecha_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo_de_bus,comodidades,escalas,clase,paradas
María del Carmen Alaniz Carrillo,5659554,6,Maríacarrillo@viajes.cl,madecaalca,xk7zwaig1RNSEEh,\+56 9 5124 7378,Diurno,Fonasa,Full time,500952,56951,2025-03-28,276000,4,No disponible,88355,Bilbao,Guadalajara,2025-09-19,2025-09-19,72,302,69000,CD (República Checa),,{},{},,"{""Alcalá de Guadaira""}"
Sr. Benito Corral Flórez,28977014,3,Sr.flórez@viajes.cl,srbecofl,RfBpF7Cr53M,\+56 9 7767 4741,Nocturno,Banmédica,Full time,500953,56951,2025-05-02,532000,4,No disponible,61637,Guadalajara,Ponferrada,2025-09-19,2025-09-19,26,842,133000,DSB (Dinamarca),,"{Agua,""Aire acondicionado"",Baño}",{},,"{Bilbao,León,Móstoles}"
Sra. Magdalena Téllez Laboy,2235193,1,Sra.laboy@viajes.cl,srmatéla,1jOsFDMS7s4,\+56 9 9593 0427,Nocturno,Colmena,Full time,500956,56951,2025-01-13,272000,4,No disponible,60676,Ponferrada,Valencia,2025-09-21,2025-09-21,83,1113,68000,MÁV (Hungría),,"{TV,""Asientos reclinables"",Calefacción}",{},,"{Baracaldo,""El Prat de LLobregat"",Gecho,Vigo}"
Elvira Cisneros Arreola,21764055,5,Elviraarreola@viajes.cl,elciar,EhXtQQaT6,\+56 9 3338 8419,Nocturno,Más vida,Part time,500960,56602,2025-02-05,568000,4,No disponible,32791,Torrejón de Ardoz,Roquetas de Mar,2025-11-23,2025-11-24,34,1712,142000,ETN Turistar,Cama,"{Baño,Calefacción,Comida}",{},,{}
Sta. Antonio Oquendo Tapia,12246452,0,sta.1023@viajes.cl,sta.301,J7zNz3x2c,\+56 2 6369 2425,Nocturno,Fonasa,Full time,500966,56602,2025-11-23,236000,4,No disponible,25186,Roquetas de Mar,Cuenta,2025-11-29,2025-11-29,37,1060,59000,Monbus,Cama,"{Baño,TV,""Asientos reclinables""}",{},,{}
Sofia Zepeda Rentería,20985588,7,sozere@viajes.cl,sozere,4u88yVDGX0,\+56 2 5444 8283,Diurno,Colmena,Full time,500972,56602,2025-04-21,552000,4,No disponible,28298,Cuenta,Coslada,2025-12-04,2025-12-05,41,2758,138000,Buses Nilahue,Cama,"{Comida,TV,""Aire acondicionado""}",{},,{}
Elena Ybarra Sotelo,29833711,8,elybso@viajes.cl,elybso,Wy5ji88xY75O,\+56 9 6220 4972,Diurno,Más vida,Full time,500980,56186,2025-04-22,136000,2,No disponible,55222,Talavera de la Reina,Mérida,2025-09-21,2025-09-21,76,798,68000,ZS (Eslovenia),,"{Calefacción,TV,Agua}",{},,"{Cádiz,Ceuta,Huelva,Tarrasa,""La Línea de la Concepción""}"
Jorge Luis Nieves Gracia,19597655,4,jolunigr@viajes.cl,jolunigr,nFFfv800Km,\+56 9 1081 5971,Diurno,Más vida,Part time,500985,57403,2025-01-13,784000,4,No disponible,86180,Almería,Gerona,2025-02-05,2025-02-06,35,2503,196000,FlixBus,Cama,"{Wifi,TV,Comida}",{},,{}
María Teresa Quesada Bustamante,17350799,2,maría2818@viajes.cl,Maríabustamante,k6CR6bM3,\+56 2 2300 7981,Nocturno,Banmédica,Part time,500986,56385,2025-01-15,960000,8,No disponible,97078,San Cristróbal de la Laguna,Elche,2025-01-29,2025-01-30,49,2834,120000,Futura,Cama,"{""Aire acondicionado"",Calefacción,Baño}",{},,{}
Benito Almonte Cerda,20137674,2,bealce@viajes.cl,Benitocerda,3Bdca0VBbp0Dg,\+56 2 0307 1196,Diurno,Colmena,Full time,500988,56385,2025-01-16,504000,8,No disponible,44005,Elche,Alcobendas,2025-01-31,2025-02-01,44,2451,63000,Greyhound,Cama,"{Wifi,Comida,Baño}",{},,{}
Mercedes Menchaca Robledo,14996528,9,memero@viajes.cl,mercedes9096,Rl4JW5oaliD,\+56 9 8829 4217,Nocturno,Más vida,Full time,500989,56385,2025-01-10,816000,8,No disponible,91619,Alcobendas,Guadalajara,2025-02-01,2025-02-02,32,2085,102000,Andesmar,Cama,"{""Asientos reclinables"",Calefacción,Agua}",{},,{}
Gabriel Vélez Galván,26852108,9,Gabrielgalván@viajes.cl,gavéga,Fp2kDf2XJfd3RGw,\+56 2 3111 8211,Nocturno,Fonasa,Full time,500990,56830,2025-04-18,1728000,6,No disponible,73712,Bilbao,Parla,2025-07-28,2025-07-29,72,2288,288000,EasyJet,,{},"{""Pozuelo de Alarcón""}",Clase ejecutiva,{}
Sra. Lola Urías Cedillo,21951995,8,Sra.cedillo@viajes.cl,srlource,gYyWwBFBmVv7re0,\+56 2 5741 0495,Diurno,Colmena,Part time,500997,56830,2025-04-10,918000,6,No disponible,13329,Parla,Calahorra,2025-08-04,2025-08-05,9,1452,153000,WestJet,,{},"{Avilés,Cáceres}",Clase económica,{}
Mariana Jáquez Huerta,4409046,5,Marianahuerta@viajes.cl,mariana2065,qOesk8Et,\+56 9 7825 2834,Diurno,Fonasa,Part time,501005,56204,2025-02-10,2286000,9,No disponible,93628,Huelva,Barcelona,2026-04-01,2026-04-02,71,2599,254000,RZD (Rusia),,"{""Asientos reclinables"",Wifi,Baño,""Aire acondicionado"",Comida}",{},,{}
José González Ramírez,5113956,9,jogora@viajes.cl,jogora,nHzzTKNL1Y,\+56 9 6286 8816,Diurno,Fonasa,Full time,501010,56204,2025-04-23,1836000,9,No disponible,32829,Barcelona,Estepona,2026-04-06,2026-04-08,59,3362,204000,PKP (Polonia),,"{Calefacción,Baño,""Aire acondicionado"",TV,Agua,Comida}",{},,"{Vitoria,""Ciudad Real""}"
Esteban Anaya Colunga,5095684,9,Estebancolunga@viajes.cl,Estebancolunga,phEp4zXNP3i7,\+56 9 3205 6991,Diurno,Banmédica,Part time,501011,56204,2025-07-03,1530000,9,No disponible,16295,Estepona,Sabadell,2026-04-08,2026-04-09,9,2425,170000,Italo,,"{Wifi,TV,Calefacción,""Asientos reclinables"",Baño}",{},,{Toledo}
Patricia Alfaro Prado,26587530,0,patricia8943@viajes.cl,Patriciaprado,4DjD5ag20gD6EUaR,\+56 2 1122 1307,Nocturno,Colmena,Part time,501014,57005,2025-06-13,144000,1,No disponible,44453,Albacete,Murcia,2025-11-27,2025-11-28,100,1658,144000,PKP (Polonia),,"{Calefacción,""Asientos reclinables"",Wifi,Baño}",{},,"{Cádiz,""Palma de Mallorca"",Granada,""Collado Villalba"",Alicante}"
Natalia Matías Rascón,26533678,7,natalia4681@viajes.cl,natalia2263,WT9XFndMgvP7,\+56 2 0392 6901,Diurno,Colmena,Full time,501015,57005,2025-05-23,139000,1,No disponible,82243,Murcia,Orihuela,2025-11-28,2025-11-30,14,3414,139000,MÁV (Hungría),,"{Wifi,Baño,Calefacción,Comida,TV,""Asientos reclinables""}",{},,"{Algeciras,""Santa Lucía de Tirajana"",Jaén,Guadalajara}"
Eduardo Parra Bétancourt,2139221,9,eduardo156@viajes.cl,Eduardobétancourt,0ckvctSUd3Mt1to,\+56 9 9947 9984,Nocturno,Banmédica,Part time,501023,57417,2025-05-16,248000,1,No disponible,89665,Leganés,Almería,2026-11-25,2026-11-27,95,3296,248000,ZSSK (Eslovaquia),,"{Calefacción,""Aire acondicionado"",Wifi,Comida,Agua,""Asientos reclinables""}",{},,"{Jaén,Orihuela,Almería,Granada,Sevilla}"
Sra. Jorge Miranda Maya,2899076,6,sra.4724@viajes.cl,sra.1738,zKFP6xiKD,\+56 9 3005 8592,Nocturno,Más vida,Part time,501030,57417,2026-11-10,78000,1,No disponible,50242,Almería,Oviedo,2026-12-03,2026-12-04,95,1891,78000,DSB (Dinamarca),,"{Calefacción,Baño,Wifi,""Aire acondicionado""}",{},,"{Tarragona,Granollers}"
Sta. Virginia Cervántez Reséndez,11738652,0,sta.570@viajes.cl,Sta.reséndez,Sk6zlIj3Xo,\+56 2 7176 8938,Diurno,Consalud,Full time,501037,57417,2025-10-20,298000,1,No disponible,51519,Oviedo,Gerona,2026-12-10,2026-12-12,58,3506,298000,Trenitalia,,"{Comida,""Aire acondicionado"",Agua,""Asientos reclinables"",Calefacción,Wifi}",{},,"{Manresa,""Alcalá de Henares"",Segovia,Sabadell,""Santa Lucía de Tirajana""}"
Patricia Alfaro Prado,26587530,0,patricia8943@viajes.cl,Patriciaprado,4DjD5ag20gD6EUaR,\+56 2 1122 1307,Nocturno,Colmena,Part time,501042,57008,2025-08-06,2890000,10,No disponible,92217,Alcalá de Guadaira,Elche,2025-10-01,2025-10-03,30,4058,289000,Italo,,"{""Aire acondicionado"",Comida,Calefacción,TV,Wifi,Baño,""Asientos reclinables""}",{},,"{""La Coruña"",Valencia,""Hospitalet de LLobregat"",""Alcalá de Guadaira"",""San Cristróbal de la Laguna""}"
Ramona Gaona Chapa,10413951,5,ragach@viajes.cl,ramona3938,6tMGX3PcQ,\+56 2 6770 8982,Nocturno,Más vida,Full time,501045,56792,2025-04-25,507000,3,No disponible,1526,Torrevieja,Alcorcón,2026-01-08,2026-01-10,45,4047,169000,ETN Turistar,Cama,"{Comida,Agua,Baño}",{},,{}
Sta. Susana Solorzano Escalante,316869,7,sta.6205@viajes.cl,stsusoes,xByQ1dA3,\+56 2 2512 3920,Diurno,Más vida,Full time,501046,56566,2025-08-23,142000,2,No disponible,18716,Vitoria,Mataró,2025-12-20,2025-12-21,62,1898,71000,JetBlue,,{},{Logroño},Clase económica,{}
Teresa Regalado Agosto,9107788,4,Teresaagosto@viajes.cl,tereag,CeN54D4tj,\+56 9 4654 5911,Nocturno,Más vida,Part time,501047,56566,2025-06-14,322000,2,No disponible,26087,Mataró,Jaén,2025-12-21,2025-12-23,36,3907,161000,WestJet,,{},"{Tarragona,Viladecans,Benidorm,""Chiclana de la Frontera""}",Primera clase,{}
Rebeca Barrientos Zapata,10294136,5,Rebecazapata@viajes.cl,rebaza,yAMaCt8Mvwg2bVpI,\+56 2 0015 5210,Diurno,Fonasa,Full time,501050,56162,2025-03-23,1734000,6,No disponible,27049,Benidorm,Badajoz,2025-04-02,2025-04-04,66,2906,289000,Japan Airlines,,{},"{Fuenlabrada,Barcelona,""Cornellá de Llobregat"",Mataró}",Clase ejecutiva,{}
Francisca Delapaz Luna,12658886,0,francisca649@viajes.cl,francisca9443,XOz3Vwoj,\+56 2 5482 9290,Nocturno,Consalud,Full time,501051,56162,2025-03-11,744000,6,No disponible,1694,Badajoz,Jaén,2025-04-04,2025-04-05,48,2443,124000,Delta Air Lines,,{},"{Burgos,""El Prat de LLobregat""}",Primera clase,{}
Emilia Arenas Tapia,21638595,0,Emiliatapia@viajes.cl,emarta,Xev1MUyxy,\+56 9 5486 3205,Nocturno,Consalud,Full time,501059,57417,2025-06-06,200000,1,No disponible,80271,Badajoz,San Cristróbal de la Laguna,2025-10-08,2025-10-09,91,2490,200000,ŽFBH (Bosnia y Herzegovina),,"{Comida,Agua,""Aire acondicionado"",TV,Calefacción}",{},,"{Cartagena,Pamplona,""Dos Hermanas"",Cartagena,Santander}"
Patricia Rincón Palomo,25036661,2,Patriciapalomo@viajes.cl,paripa,LJCdB3VaTpk,\+56 9 3470 9598,Diurno,Consalud,Full time,501060,57417,2025-07-29,109000,1,No disponible,97425,San Cristróbal de la Laguna,Las Palmas de Gran Canaria,2025-10-09,2025-10-09,81,1196,109000,Trenitalia,,"{TV,Comida,Calefacción}",{},,"{""San Fernando"",Bilbao,Benidorm,Ponferrada,Alicante}"
Sra. Pablo Calvillo Linares,23230258,5,srpacali@viajes.cl,Sra.linares,qzM6F6gm49s,\+56 2 4640 1873,Nocturno,Colmena,Part time,501067,57417,2025-06-13,138000,1,No disponible,91981,Las Palmas de Gran Canaria,Pamplona,2025-10-15,2025-10-17,91,3175,138000,SBB (Suiza),,"{""Aire acondicionado"",Calefacción,Comida,TV,Agua,Baño}",{},,"{Marbella,Sagunto}"
Benito Leyva Cortés,18056604,0,beleco@viajes.cl,beleco,zWoq61YFeQk1Bzx,\+56 2 2625 5242,Diurno,Colmena,Full time,501072,56534,2025-07-08,642000,3,No disponible,43825,Rivas-Vaciamadrid,Mataró,2026-02-13,2026-02-15,44,3865,214000,JetBlue,,{},"{Badajoz,Majadahonda,Calahorra,""Castellón de la Plana"",""La Coruña""}",Primera clase,{}
María Tejada Cardona,13296271,5,Maríacardona@viajes.cl,mateca,8L6clmJpztdVjIRv,\+56 2 6394 6272,Diurno,Consalud,Part time,501073,56534,2025-10-24,75000,3,No disponible,94937,Mataró,Viladecans,2026-02-15,2026-02-15,58,586,25000,Spirit Airlines,,{},{},Clase económica,{}
Enrique López Barreto,2922339,4,Enriquebarreto@viajes.cl,enrique2721,KjlvDRGCuqnJ3Z,\+56 9 7488 9907,Nocturno,Consalud,Part time,501079,56534,2025-04-09,402000,3,No disponible,57994,Viladecans,Toledo,2026-02-20,2026-02-20,59,1003,134000,American Airlines,,{},{Santander},Clase económica,{}
Elsa Saucedo Fuentes,19327441,2,elsafu@viajes.cl,elsa2757,MRut41lUTeUVWO,\+56 9 7034 5065,Diurno,Colmena,Full time,501080,57114,2025-01-03,777000,7,No disponible,67530,Vitoria,San Sebastían de los Reyes,2025-02-02,2025-02-03,42,2516,111000,ETN Turistar,Cama,"{Agua,TV,""Asientos reclinables""}",{},,{}
Maricarmen Galarza Limón,8775602,5,Maricarmenlimón@viajes.cl,magali,6ChO9uQsT,\+56 9 7390 6178,Diurno,Colmena,Part time,501084,57132,2025-03-12,1010000,10,No disponible,32345,Oviedo,La Coruña,2025-08-13,2025-08-14,46,1871,101000,Omnibus de México,Cama,"{Calefacción,Agua,""Aire acondicionado""}",{},,{}
Sta. Mercedes Murillo Ortiz,19308155,0,stmemuor@viajes.cl,sta.6308,rzEDxN24v7,\+56 9 8814 4521,Nocturno,Fonasa,Part time,501085,57132,2025-03-11,1450000,10,No disponible,98878,La Coruña,Murcia,2025-08-14,2025-08-16,38,3469,145000,Buses Bio Bio,Cama,"{Agua,Comida,""Aire acondicionado""}",{},,{}
Sra. Samuel Hernández Matías,28137258,0,srsahema@viajes.cl,sra.2134,j5JkpNlMdY60rO,\+56 2 6550 0478,Diurno,Consalud,Full time,501086,56056,2025-01-22,49000,7,No disponible,18456,Ponferrada,San Cristróbal de la Laguna,2025-02-16,2025-02-16,45,174,7000,Damas,Normal,"{Comida,""Asientos reclinables"",Calefacción}",{},,{}
Sancho Alcántar Quintero,28067462,1,sancho5700@viajes.cl,saalqu,nLfz2hYt,\+56 9 8653 7204,Nocturno,Fonasa,Part time,501094,56056,2025-01-13,1190000,7,No disponible,16318,San Cristróbal de la Laguna,Gijón,2025-02-23,2025-02-25,38,3885,170000,Via Bariloche,Cama,"{Agua,Baño,""Aire acondicionado""}",{},,{}
Natalia Preciado Abrego,27923142,2,natalia7232@viajes.cl,natalia7629,dYINSG2OTqRucz,\+56 2 6217 4391,Nocturno,Banmédica,Full time,501095,56056,2025-02-12,833000,7,No disponible,69476,Gijón,El Ejido,2025-02-25,2025-02-25,37,592,119000,Buses Romani,Cama,"{Wifi,Comida,""Aire acondicionado""}",{},,{}
Gerardo Sotelo Muñiz,17374154,5,gerardo1075@viajes.cl,Gerardomuñiz,pf7qkyRki3dVlYX,\+56 9 1911 9892,Nocturno,Fonasa,Part time,501096,56245,2026-06-08,868000,7,No disponible,9043,Baracaldo,Majadahonda,2026-11-28,2026-11-29,43,1977,124000,Estrella Roja,Cama,"{Wifi,""Aire acondicionado"",Baño}",{},,{}
Juan Trujillo Tejada,9989107,6,Juantejada@viajes.cl,juan454,0BlI4ePr,\+56 2 8506 9438,Nocturno,Consalud,Full time,501097,56245,2026-04-30,1309000,7,No disponible,53795,Majadahonda,Dos Hermanas,2026-11-29,2026-11-29,31,1161,187000,Buses Nilahue,Cama,"{""Aire acondicionado"",TV,Baño}",{},,{}
Sr. Marisol Velázquez Vargas,15075130,6,sr.2821@viajes.cl,sr.626,7hwOrmlHO,\+56 9 3497 4282,Diurno,Colmena,Full time,501098,57276,2025-12-23,2848000,8,No disponible,83970,Avilés,Rubí,2026-07-09,2026-07-11,46,3376,356000,LATAM Airlines,,{},"{Madrid,""Palma de Mallorca"",Burgos}",Clase ejecutiva,{}
Dolores Griego Solorio,8926239,9,Doloressolorio@viajes.cl,Doloressolorio,eCVF32kZ1Y6t,\+56 2 6799 3390,Diurno,Banmédica,Full time,501101,57347,2025-03-23,1504000,8,No disponible,32940,Santa Cruz de Tenerife,Motril,2026-07-05,2026-07-06,69,2306,188000,WestJet,,{},"{""Santa Cruz de Tenerife"",""Palma de Mallorca"",Paterna}",Clase ejecutiva,{}
Elsa Mercado Salinas,4676143,0,elsa2116@viajes.cl,elsa9008,bvIiOChsDPKyMdK6,\+56 9 8630 9758,Nocturno,Banmédica,Part time,501107,57347,2025-01-16,3056000,8,No disponible,81164,Motril,Valdemoro,2026-07-11,2026-07-13,12,3132,382000,Ethiopian Airlines,,{},"{""Chiclana de la Frontera"",Elda,Manresa,Jaén}",Primera clase,{}
Sr. Marisol Velázquez Vargas,15075130,6,sr.2821@viajes.cl,sr.626,7hwOrmlHO,\+56 9 3497 4282,Diurno,Colmena,Full time,501108,56402,2025-09-12,634000,2,No disponible,62407,Murcia,Santa Coloma de Gramanet,2026-10-03,2026-10-05,97,3740,317000,Ethiopian Airlines,,{},"{Motril,Málaga,Alcoy}",Primera clase,{}
Mónica Madera Romo,12976201,2,mónica803@viajes.cl,mómaro,QtILZ6aa7gFSjsx,\+56 2 0007 7687,Diurno,Banmédica,Full time,501109,56402,2025-03-27,904000,2,No disponible,75546,Santa Coloma de Gramanet,Cornellá de Llobregat,2026-10-05,2026-10-07,49,4319,452000,United Airlines,,{},"{""La Coruña"",Gecho,Linares,""San Sebastían de los Reyes""}",Primera clase,{}
María Luisa Manzanares Medrano,3184281,6,maría2835@viajes.cl,Maríamedrano,NmWzxJBTl83F0aF,\+56 9 8813 7736,Diurno,Consalud,Full time,501112,56402,2025-01-24,278000,2,No disponible,92845,Cornellá de Llobregat,Calahorra,2026-10-09,2026-10-10,6,2785,139000,Copa Airlines,,{},"{Ponferrada,Elche}",Clase ejecutiva,{}
Miguel Ureña Morales,20832292,3,miurmo@viajes.cl,miguel7541,ICJ2OGb2tD3R,\+56 9 1076 3762,Nocturno,Consalud,Part time,501113,56477,2025-12-23,1420000,4,No disponible,69853,Jaén,Ávila,2026-02-28,2026-03-02,98,3349,355000,AVE,,"{""Aire acondicionado"",Wifi,""Asientos reclinables"",Comida,Agua,TV}",{},,"{Lérida,Sevilla,Manresa}"
Pilar Marrero Escamilla,21156976,0,Pilarescamilla@viajes.cl,Pilarescamilla,SLrfH6ERvi,\+56 9 0417 8030,Diurno,Fonasa,Part time,501114,56477,2025-01-01,748000,4,No disponible,17317,Ávila,Cartagena,2026-03-02,2026-03-03,51,2246,187000,SNCB (Bélgica),,"{Baño,""Asientos reclinables"",""Aire acondicionado"",Comida,Agua}",{},,"{Pontevedra,Fuengirola,Málaga,Cádiz,Calahorra}"
Francisco Alcala Valentín,15931497,9,Franciscovalentín@viajes.cl,Franciscovalentín,2dChTJZC,\+56 2 7895 8240,Diurno,Banmédica,Part time,501115,56870,2025-01-13,138000,1,No disponible,16999,Huelva,Alcalá de Guadaira,2026-02-28,2026-02-28,42,534,138000,Alsa,Cama,"{Comida,Wifi,TV}",{},,{}
Cristian Padrón Elizondo,4356348,3,Cristianelizondo@viajes.cl,Cristianelizondo,nWdIPvhs6z5Muw1,\+56 2 9264 5110,Diurno,Fonasa,Full time,501119,56870,2026-02-27,196000,1,No disponible,66183,Alcalá de Guadaira,Pamplona,2026-03-03,2026-03-04,49,2408,196000,Megabus,Cama,"{""Aire acondicionado"",Calefacción,Wifi}",{},,{}
Reina Bonilla Negrón,1625918,7,rebone@viajes.cl,rebone,7IvLjWzG,\+56 2 1523 1980,Nocturno,Colmena,Full time,501120,57160,2025-01-29,1316000,7,No disponible,17903,Viladecans,Manresa,2025-04-16,2025-04-18,31,3661,188000,ŽSSK (Eslovaquia),,"{Calefacción,""Asientos reclinables"",Wifi,""Aire acondicionado"",TV,Comida,Agua}",{},,"{Mérida,Coslada}"
Samuel Alcaraz Reséndez,2787730,3,Samuelreséndez@viajes.cl,samuel1007,2O8b9kbUxJxWFqVH,\+56 2 8257 9493,Diurno,Banmédica,Full time,501125,57160,2025-01-01,665000,7,No disponible,50652,Manresa,Pamplona,2025-04-22,2025-04-22,74,500,95000,Renfe,,{},{},,{}
Sr. Yolanda Pedroza Ibarra,9469424,8,sr.4232@viajes.cl,sryopeib,0a3TdzeRIh,\+56 9 6947 3863,Nocturno,Banmédica,Full time,501131,57160,2025-04-15,3367000,7,No disponible,91563,Pamplona,Málaga,2025-04-27,2025-04-29,30,4010,481000,Nederlandse Sp,,"{TV,""Aire acondicionado"",Comida,Wifi,Agua,""Asientos reclinables"",Calefacción}",{},,"{Linares,Cartagena,Gijón,""Dos Hermanas""}"
César Reséndez Quintanilla,25769336,8,cérequ@viajes.cl,césar934,54soE6DMj,\+56 2 5304 4945,Diurno,Banmédica,Full time,501139,57255,2025-08-26,990000,9,No disponible,2283,San Cristróbal de la Laguna,Benidorm,2026-04-15,2026-04-16,95,2090,110000,ZS (Eslovenia),,"{""Aire acondicionado"",Comida,TV,Wifi}",{},,{Móstoles}
Mónica Madera Romo,12976201,2,mónica803@viajes.cl,mómaro,QtILZ6aa7gFSjsx,\+56 2 0007 7687,Diurno,Banmédica,Full time,501140,57255,2025-08-05,801000,9,No disponible,4143,Benidorm,Mataró,2026-04-16,2026-04-17,94,2092,89000,ÖBB (Austria),,"{Comida,Baño,TV,Calefacción}",{},,{}
Pilar Alvarez Bravo,23560998,3,Pilarbravo@viajes.cl,Pilarbravo,i3VU7SF6,\+56 9 0933 9130,Diurno,Banmédica,Part time,501141,57255,2025-12-28,324000,9,No disponible,26398,Mataró,Motril,2026-04-17,2026-04-17,12,224,36000,HŽ (Croacia),,{},{},,"{Jaén,Inca,Valencia}"
Vicente Ulibarri Benavides,20124069,7,viulbe@viajes.cl,Vicentebenavides,Eqk321XHz7dt8p,\+56 9 3297 8020,Diurno,Fonasa,Part time,501147,56442,2025-04-11,446000,1,No disponible,38057,Torrelavega,Torremolinos,2025-09-16,2025-09-18,22,3715,446000,Trenitalia,,"{TV,Calefacción,""Aire acondicionado"",Wifi,Agua,""Asientos reclinables"",Comida}",{},,{}
Guillermina Archuleta Griego,24287768,3,Guillerminagriego@viajes.cl,Guillerminagriego,2W8X8GWJBrJCsE,\+56 9 4538 7898,Diurno,Banmédica,Part time,501152,56442,2025-03-13,499000,1,No disponible,75075,Torremolinos,Rivas-Vaciamadrid,2025-09-22,2025-09-24,71,3969,499000,ŽFBH (Bosnia y Herzegovina),,"{Comida,""Aire acondicionado"",Wifi,Calefacción,""Asientos reclinables"",TV,Baño}",{},,"{Benalmádena,""Las Palmas de Gran Canaria"",Leganés,Huelva}"
Rosa Quintana Zepeda,22821355,1,roquze@viajes.cl,roquze,A0INtwJBE1,\+56 2 0391 5709,Nocturno,Colmena,Full time,501160,56692,2025-01-04,255000,3,No disponible,26019,Cuenta,Cuenta,2025-02-16,2025-02-18,40,3298,85000,Greyhound,Cama,"{Comida,""Asientos reclinables"",Wifi}",{},,{}
Ramón Marrero Negrete,6135357,7,ramane@viajes.cl,Ramónnegrete,5F4J9z8B0nrB,\+56 9 6147 1436,Diurno,Consalud,Full time,501161,56837,2025-12-30,332000,4,No disponible,29405,Gecho,Estepona,2026-05-18,2026-05-18,27,247,83000,Aeroméxico,,{},{},Clase económica,{}
Federico Caraballo Alvarado,25395858,8,Federicoalvarado@viajes.cl,Federicoalvarado,5sQ2XeJoBRds,\+56 2 6918 5599,Nocturno,Fonasa,Full time,501168,56837,2026-04-12,404000,4,No disponible,18480,Estepona,Orihuela,2026-05-24,2026-05-26,27,3060,101000,WestJet,,{},"{Valdemoro,Majadahonda,""Sanlúcar de Barrameda""}",Clase ejecutiva,{}
Carlos Carranza Acevedo,11808257,5,cacaac@viajes.cl,carlos6199,7rZ1EEopYLe,\+56 9 1381 8710,Nocturno,Más vida,Part time,501169,56781,2025-05-14,166000,2,No disponible,2934,Gandía,Cádiz,2025-06-21,2025-06-22,39,1557,83000,El Rápido Internacional,Cama,"{Wifi,TV,Comida}",{},,{}
Fernando Baeza Alejandro,790451,7,febaal@viajes.cl,febaal,0gPbAnRc2XC,\+56 2 9409 5597,Diurno,Fonasa,Full time,501173,56781,2025-01-12,294000,2,No disponible,67206,Cádiz,El Prat de LLobregat,2025-06-25,2025-06-27,49,3827,147000,Via Bariloche,Cama,"{Wifi,Baño,""Aire acondicionado""}",{},,{}
Sr. Daniela Guerra Ayala,16699609,0,srdaguay@viajes.cl,sr.6378,cjVM0UlqyoMleMO,\+56 9 1081 7653,Diurno,Colmena,Part time,501174,57369,2025-11-11,128000,1,No disponible,16356,Valladolid,Getafe,2026-03-07,2026-03-09,46,3302,128000,Pullman Bus,Cama,"{""Aire acondicionado"",Baño,Wifi}",{},,{}
María Luisa Baeza Altamirano,1092695,5,maría3136@viajes.cl,maría1741,j847HaSD98mwZKmA,\+56 9 6990 3538,Nocturno,Más vida,Full time,501175,57369,2025-05-18,81000,1,No disponible,63170,Getafe,Torrejón de Ardoz,2026-03-09,2026-03-09,50,1113,81000,EME Bus,Cama,"{TV,Comida,Baño}",{},,{}
Rubén Girón Zayas,22421940,7,Rubénzayas@viajes.cl,rubén9941,LNa3kl0zjWkY,\+56 9 3572 1118,Nocturno,Fonasa,Full time,501176,56450,2025-01-17,528000,4,No disponible,99043,Mataró,Las Palmas de Gran Canaria,2025-04-11,2025-04-12,97,2818,132000,Trenitalia,,"{Comida,Agua,""Aire acondicionado"",""Asientos reclinables"",Calefacción}",{},,"{Cádiz,Valencia,Burgos,Majadahonda}"
Carla Carrasco Villaseñor,12054309,1,carla4855@viajes.cl,carla7443,1JOULhBkbOkIwIkH,\+56 9 6596 9529,Nocturno,Consalud,Full time,501177,56450,2025-02-09,556000,4,No disponible,19708,Las Palmas de Gran Canaria,Sanlúcar de Barrameda,2025-04-12,2025-04-12,9,635,139000,SNCB (Bélgica),,{},{},,{Zaragoza}
Sra. Rafael Pedroza Saavedra,15508172,4,Sra.saavedra@viajes.cl,Sra.saavedra,KVEIz2JhW9v,\+56 9 5440 7387,Nocturno,Colmena,Part time,501178,56175,2025-02-06,561000,3,No disponible,79310,Cerdañola del Vallés,Torrevieja,2026-02-28,2026-03-02,86,3555,187000,RZD (Rusia),,"{Comida,Wifi,Agua,Baño,""Aire acondicionado"",Calefacción}",{},,{}
